Model,Combination,VidID,Set,CCC
B2-Trans,AL,112_2,Test,0.11378756436306335
B2-Trans,AL,112_3,Test,-0.006570860928443221
B2-Trans,AL,116_1,Test,-0.004551579668756578
B2-Trans,AL,116_2,Test,0.007565657744672912
B2-Trans,AL,116_3,Test,0.006915975915815556
B2-Trans,AL,116_4,Test,-0.0011121902793010969
B2-Trans,AL,116_5,Test,0.10267154035262785
B2-Trans,AL,116_6,Test,0.007879811642040973
B2-Trans,AL,123_1,Test,0.0009259780099027858
B2-Trans,AL,123_2,Test,0.030227646665826217
B2-Trans,AL,123_3,Test,-0.0005056273607828928
B2-Trans,AL,123_4,Test,0.05517733793360332
B2-Trans,AL,123_5,Test,0.02573668001727163
B2-Trans,AL,127_2,Test,-0.043710597338921374
B2-Trans,AL,127_3,Test,0.00860396670879107
B2-Trans,AL,127_4,Test,-0.0022861927316938165
B2-Trans,AL,127_5,Test,0.0054532960535126586
B2-Trans,AL,127_6,Test,0.03078450452349517
B2-Trans,AL,134_1,Test,-0.001474177828828957
B2-Trans,AL,134_3,Test,-0.009406438786737985
B2-Trans,AL,145_1,Test,-0.012472394905351831
B2-Trans,AL,145_2,Test,0.058512978177021197
B2-Trans,AL,145_3,Test,-0.021847570916670726
B2-Trans,AL,145_4,Test,-0.0015358940797733998
B2-Trans,AL,154_1,Test,0.03995681068751241
B2-Trans,AL,154_4,Test,-0.032847017537849285
B2-Trans,AL,154_6,Test,0.0067401484022118555
B2-Trans,AL,161_1,Test,0.00284633087737336
B2-Trans,AL,161_3,Test,0.02736257356585978
B2-Trans,AL,161_4,Test,0.0003227612301029162
B2-Trans,AL,165_1,Test,-0.0030093811850108094
B2-Trans,AL,165_2,Test,0.01951605629146264
B2-Trans,AL,165_3,Test,0.06757422731063947
B2-Trans,AL,165_4,Test,-0.005403566982777348
B2-Trans,AL,165_5,Test,0.0008087221516188068
B2-Trans,AL,165_6,Test,-0.0037429327140267262
B2-Trans,AL,165_7,Test,0.0019817107413322415
B2-Trans,AL,168_1,Test,0.07630654212064075
B2-Trans,L,111_1,Train,0.9774259261904454
B2-Trans,L,111_3,Train,0.7279877329252855
B2-Trans,L,111_4,Train,0.9323819985011871
B2-Trans,L,113_2,Train,0.9101769517152039
B2-Trans,L,113_3,Train,0.9006358084830649
B2-Trans,L,113_4,Train,0.7879787382456706
B2-Trans,L,113_5,Train,0.5562001441405807
B2-Trans,L,113_6,Train,0.9685514543846777
B2-Trans,L,114_1,Train,0.9701018153078336
B2-Trans,L,114_4,Train,0.6667047922061147
B2-Trans,L,114_5,Train,0.5059595644669088
B2-Trans,L,114_6,Train,0.6650630727977687
B2-Trans,L,118_1,Train,0.4878438941489934
B2-Trans,L,118_3,Train,0.5999784289985673
B2-Trans,L,118_4,Train,0.645478444260785
B2-Trans,L,118_5,Train,0.5464594562377919
B2-Trans,L,118_6,Train,0.3410989432737079
B2-Trans,L,119_2,Train,0.9131604351535976
B2-Trans,L,119_4,Train,0.6491882020817844
B2-Trans,L,119_6,Train,0.903204190915803
B2-Trans,L,120_1,Train,0.846423001610316
B2-Trans,L,120_2,Train,0.8986796099699129
B2-Trans,L,120_3,Train,0.8836637465707698
B2-Trans,L,120_4,Train,0.6318363641839598
B2-Trans,L,121_1,Train,0.8210463605282725
B2-Trans,L,121_3,Train,0.7795345995504664
B2-Trans,L,121_5,Train,0.5123798785626795
B2-Trans,L,121_6,Train,0.9634388990051685
B2-Trans,L,129_1,Train,0.972401149389878
B2-Trans,L,129_2,Train,0.7115239041687322
B2-Trans,L,129_3,Train,0.981755003043098
B2-Trans,L,129_4,Train,0.946567212115306
B2-Trans,L,129_5,Train,0.8000213931966003
B2-Trans,L,129_6,Train,0.9287695146550253
B2-Trans,L,129_7,Train,0.9242007384162902
B2-Trans,L,130_1,Train,0.8699934009388899
B2-Trans,L,130_2,Train,0.7745708754830061
B2-Trans,L,130_4,Train,0.9231989714858964
B2-Trans,L,130_6,Train,0.7082066599591935
B2-Trans,L,135_3,Train,0.9130492681898648
B2-Trans,L,141_1,Train,0.39638128342269824
B2-Trans,L,141_6,Train,0.864950596759681
B2-Trans,L,142_1,Train,0.43532907399072107
B2-Trans,L,142_2,Train,0.48307815772504176
B2-Trans,L,142_3,Train,0.6983888619011425
B2-Trans,L,143_3,Train,0.4625551911959824
B2-Trans,L,143_5,Train,0.3769484275608392
B2-Trans,L,144_1,Train,0.6699570801478018
B2-Trans,L,144_3,Train,0.9874020293411555
B2-Trans,L,147_1,Train,0.5017277997892635
B2-Trans,L,147_2,Train,0.5937564851808749
B2-Trans,L,147_3,Train,0.63123097010538
B2-Trans,L,147_4,Train,0.9377572645096881
B2-Trans,L,147_5,Train,0.7618562246135174
B2-Trans,L,151_2,Train,0.5235951033252447
B2-Trans,L,151_6,Train,0.7451130781945604
B2-Trans,L,153_1,Train,0.7103143579492486
B2-Trans,L,153_2,Train,0.8141757105611849
B2-Trans,L,153_3,Train,0.5324873957838779
B2-Trans,L,153_4,Train,0.3749824350081394
B2-Trans,L,153_5,Train,0.8318936242633831
B2-Trans,L,153_6,Train,0.7433498584181913
B2-Trans,L,156_1,Train,0.4524760314729165
B2-Trans,L,156_2,Train,0.8016800954141359
B2-Trans,L,156_3,Train,0.5662862675044903
B2-Trans,L,156_6,Train,0.8685108234032429
B2-Trans,L,162_2,Train,0.8201576509496878
B2-Trans,L,162_3,Train,0.9791537244636921
B2-Trans,L,162_4,Train,0.824640956788686
B2-Trans,L,162_5,Train,0.6005822448388808
B2-Trans,L,162_6,Train,0.8756182437247111
B2-Trans,L,163_1,Train,0.6916400614513742
B2-Trans,L,163_2,Train,0.8928350990097766
B2-Trans,L,163_5,Train,0.9808893063890415
B2-Trans,L,164_3,Train,0.848723816739819
B2-Trans,L,164_4,Train,0.9016792501882636
B2-Trans,L,164_5,Train,0.4883477487058395
B2-Trans,L,167_1,Train,0.6852799696981154
B2-Trans,L,167_2,Train,0.5915887390238415
B2-Trans,L,169_2,Train,0.8971935114745935
B2-Trans,L,169_4,Train,0.8568791225190013
B2-Trans,L,171_1,Train,0.30844362299928124
B2-Trans,L,171_2,Train,0.7199484327600918
B2-Trans,L,171_3,Train,0.5465819776923074
B2-Trans,L,171_4,Train,0.9879750314862177
B2-Trans,L,171_5,Train,0.45908354035537086
B2-Trans,L,171_6,Train,0.9769402413814311
B2-Trans,L,172_1,Train,0.9408955036515919
B2-Trans,L,172_2,Train,0.9707174445172865
B2-Trans,L,172_3,Train,0.8817881856803482
B2-Trans,L,172_4,Train,0.9636600494632684
B2-Trans,L,172_5,Train,0.8765365773730955
B2-Trans,L,174_1,Train,0.7650381534289384
B2-Trans,L,174_2,Train,0.7945361284063143
B2-Trans,L,174_3,Train,0.47168909018242866
B2-Trans,L,174_5,Train,0.33035537374842133
B2-Trans,L,174_6,Train,0.8527487470711913
B2-Trans,L,174_7,Train,0.806082779575171
B2-Trans,L,178_1,Train,0.6685763239963848
B2-Trans,L,178_2,Train,0.8481141315091975
B2-Trans,L,178_4,Train,0.8404902352397641
B2-Trans,L,178_5,Train,0.9880982635816203
B2-Trans,L,178_6,Train,0.7902367367502623
B2-Trans,L,179_1,Train,0.9425466594722043
B2-Trans,L,179_3,Train,0.786124775391482
B2-Trans,L,179_4,Train,0.980217358398251
B2-Trans,L,179_5,Train,0.705169188446094
B2-Trans,L,179_6,Train,0.8586422855753327
B2-Trans,L,180_1,Train,0.6796044254508803
B2-Trans,L,180_2,Train,0.6914891424063074
B2-Trans,L,180_3,Train,0.8661699204166498
B2-Trans,L,180_4,Train,0.7117098506835506
B2-Trans,L,180_5,Train,0.26843124486826986
B2-Trans,L,180_6,Train,0.868933126742092
B2-Trans,L,115_2,Valid,0.025295724221840087
B2-Trans,L,115_3,Valid,0.0059417118512897224
B2-Trans,L,115_5,Valid,-0.039134569827455515
B2-Trans,L,115_6,Valid,-0.013231299482200776
B2-Trans,L,117_1,Valid,0.11933887924463114
B2-Trans,L,117_2,Valid,0.20762118473834357
B2-Trans,L,117_3,Valid,0.010807660922584323
B2-Trans,L,117_4,Valid,-0.10058954343324625
B2-Trans,L,117_5,Valid,0.18340973462313895
B2-Trans,L,117_6,Valid,-0.057827184867080654
B2-Trans,L,124_1,Valid,0.30325278262182603
B2-Trans,L,124_2,Valid,0.34774994194217335
B2-Trans,L,124_3,Valid,-0.0416543102224469
B2-Trans,L,124_6,Valid,0.008167100427950269
B2-Trans,L,128_2,Valid,-0.08409044376396577
B2-Trans,L,128_5,Valid,0.12401834581347229
B2-Trans,L,128_6,Valid,0.042313626607946304
B2-Trans,L,131_1,Valid,0.12527072184301874
B2-Trans,L,131_2,Valid,-0.026946505934009858
B2-Trans,L,131_3,Valid,0.06192153598185158
B2-Trans,L,131_5,Valid,0.3977817786127297
B2-Trans,L,131_6,Valid,-0.05345797299593497
B2-Trans,L,137_1,Valid,0.011602747605699957
B2-Trans,L,137_2,Valid,0.11942617877422335
B2-Trans,L,137_4,Valid,0.08379024001454326
B2-Trans,L,137_5,Valid,0.006768737986713709
B2-Trans,L,137_6,Valid,0.05108111110559117
B2-Trans,L,149_3,Valid,-0.046564620942645636
B2-Trans,L,149_6,Valid,0.11118215326943977
B2-Trans,L,170_2,Valid,0.20515255499162702
B2-Trans,L,170_7,Valid,0.032370217723832403
B2-Trans,L,173_1,Valid,-0.025301391808939828
