Model,Combination,VidID,Set,CCC
B1-LSTM,L,167_1,Train,0.7003648081831141
B1-LSTM,L,167_2,Train,0.8808474917527478
B1-LSTM,L,169_2,Train,0.9709817595266231
B1-LSTM,L,169_4,Train,0.46437098358457396
B1-LSTM,L,171_1,Train,0.4941029139441976
B1-LSTM,L,171_2,Train,0.7551986262174804
B1-LSTM,L,171_3,Train,0.6647211573202869
B1-LSTM,L,171_4,Train,0.9891185924616267
B1-LSTM,L,171_5,Train,0.8792379308615943
B1-LSTM,L,171_6,Train,0.9313283564798411
B1-LSTM,L,172_1,Train,0.9269641828667075
B1-LSTM,L,172_2,Train,0.9608800278301759
B1-LSTM,L,172_3,Train,0.941698343455671
B1-LSTM,L,172_4,Train,0.9349349063619266
B1-LSTM,L,172_5,Train,0.8544549097160223
B1-LSTM,L,174_1,Train,0.30339581477063043
B1-LSTM,L,174_2,Train,0.7133117333077371
B1-LSTM,L,174_3,Train,0.2464193177465099
B1-LSTM,L,174_5,Train,0.956682216962901
B1-LSTM,L,174_6,Train,0.8782917357011051
B1-LSTM,L,174_7,Train,0.9569982506438414
B1-LSTM,L,178_1,Train,0.8502874986215633
B1-LSTM,L,178_2,Train,0.13831176283764732
B1-LSTM,L,178_4,Train,0.9560373836018518
B1-LSTM,L,178_5,Train,0.959015639722976
B1-LSTM,L,178_6,Train,0.5261419698863958
B1-LSTM,L,179_1,Train,0.9532093974684134
B1-LSTM,L,179_3,Train,0.9281427011309937
B1-LSTM,L,179_4,Train,0.9146285121118914
B1-LSTM,L,179_5,Train,0.9074424598664697
B1-LSTM,L,179_6,Train,0.9451636063222886
B1-LSTM,L,180_1,Train,0.7325335325567305
B1-LSTM,L,180_2,Train,0.7578846701276576
B1-LSTM,L,180_3,Train,0.6054455186579952
B1-LSTM,L,180_4,Train,0.6442064502378628
B1-LSTM,L,180_5,Train,0.1251793617774053
B1-LSTM,L,180_6,Train,0.8959733501306589
B1-LSTM,L,115_2,Valid,0.08164180114117969
B1-LSTM,L,115_3,Valid,0.2474810265506235
B1-LSTM,L,115_5,Valid,-0.06001856933442696
B1-LSTM,L,115_6,Valid,0.35602401134952083
B1-LSTM,L,117_1,Valid,0.5507092448769789
B1-LSTM,L,117_2,Valid,0.2346243377532005
B1-LSTM,L,117_3,Valid,0.07169994908286857
B1-LSTM,L,117_4,Valid,0.26843019977304056
B1-LSTM,L,117_5,Valid,0.769008712612187
B1-LSTM,L,117_6,Valid,-0.024116411365337678
B1-LSTM,L,124_1,Valid,-0.019446105762729735
B1-LSTM,L,124_2,Valid,-0.10659791149367324
B1-LSTM,L,124_3,Valid,0.5147434027982087
B1-LSTM,L,124_6,Valid,0.3647052170827684
B1-LSTM,L,128_2,Valid,0.24679469608992433
B1-LSTM,L,128_5,Valid,0.2813204185381778
B1-LSTM,L,128_6,Valid,0.35079097751929345
B1-LSTM,L,131_1,Valid,0.13368611314589698
B1-LSTM,L,131_2,Valid,-0.06017428263381612
B1-LSTM,L,131_3,Valid,0.7460964702758343
B1-LSTM,L,131_5,Valid,0.29543961594976464
B1-LSTM,L,131_6,Valid,-0.03413773561138517
