Model,Combination,VidID,Set,CCC
B3-MFN,AV,134_3,Test,-0.1083170642145846
B3-MFN,AV,145_1,Test,0.5964668364182293
B3-MFN,AV,145_2,Test,0.1756363084331893
B3-MFN,AV,145_3,Test,-0.1333617711150678
B3-MFN,AV,145_4,Test,-0.07836515033571863
B3-MFN,AV,154_1,Test,-0.0803072610040326
B3-MFN,AV,154_4,Test,-0.15387403488298773
B3-MFN,AV,154_6,Test,-0.04985028481580592
B3-MFN,AV,161_1,Test,0.694426954603135
B3-MFN,AV,161_3,Test,0.27427337076848346
B3-MFN,AV,161_4,Test,-0.14151108186818667
B3-MFN,AV,165_1,Test,-0.08444194415181377
B3-MFN,AV,165_2,Test,-0.28233548564703337
B3-MFN,AV,165_3,Test,0.6626453797354568
B3-MFN,AV,165_4,Test,0.28657646330194236
B3-MFN,AV,165_5,Test,0.31230204129874745
B3-MFN,AV,165_6,Test,-0.20756935808387597
B3-MFN,AV,165_7,Test,-0.13264962504413
B3-MFN,AV,168_1,Test,-0.05364435766154634
B3-MFN,ALV,111_1,Train,0.5811639050935566
B3-MFN,ALV,111_3,Train,0.7603214668952863
B3-MFN,ALV,111_4,Train,0.6269741994468362
B3-MFN,ALV,113_2,Train,0.6324057021000409
B3-MFN,ALV,113_3,Train,0.7422225366163717
B3-MFN,ALV,113_4,Train,0.7526683099591926
B3-MFN,ALV,113_5,Train,0.5972319227663314
B3-MFN,ALV,113_6,Train,0.8113660149859899
B3-MFN,ALV,114_1,Train,0.8824149147916595
B3-MFN,ALV,114_4,Train,0.645750097683308
B3-MFN,ALV,114_5,Train,0.4317580518110349
B3-MFN,ALV,114_6,Train,0.5793161342737388
B3-MFN,ALV,118_1,Train,0.5406627397205064
B3-MFN,ALV,118_3,Train,0.6605128548372222
B3-MFN,ALV,118_4,Train,0.3393380598277237
B3-MFN,ALV,118_5,Train,0.6802679296426509
B3-MFN,ALV,118_6,Train,0.16307668744086468
B3-MFN,ALV,119_2,Train,0.8793918239243743
B3-MFN,ALV,119_4,Train,0.11070425107111918
B3-MFN,ALV,119_6,Train,0.8578912999512951
B3-MFN,ALV,120_1,Train,0.7244017284000654
